Time,Amplitude
2.56,-0.184062276
2.561,-0.094274505
2.562,-0.013553972
2.563,0.049913102
2.564,0.089630121
2.565,0.101426055
2.566,0.083863737
2.567,0.038380561
2.568,-0.030852215
2.569,-0.117337766
2.57,-0.212889646
2.571,-0.308433121
2.572,-0.394893459
2.573,-0.464084214
2.574,-0.509508563
2.575,-0.52699525
2.576,-0.515106885
2.577,-0.475280637
2.578,-0.411687542
2.579,-0.3308242
2.58,-0.240876837
2.581,-0.150919965
2.582,-0.070028095
2.583,-0.006387454
2.584,0.033505354
2.585,0.045479292
2.586,0.028097188
2.587,-0.017203573
2.588,-0.086251739
2.589,-0.172550494
2.59,-0.267913397
2.591,-0.363265724
2.592,-0.449532749
2.593,-0.518528034
2.594,-0.563754763
2.595,-0.581041689
2.596,-0.568951429
2.597,-0.528921161
2.598,-0.465121927
2.599,-0.384050338
2.6,-0.293892626
2.601,-0.203723312
2.602,-0.122616916
2.603,-0.058759673
2.604,-0.018648194
2.605,-0.006453527
2.606,-0.023612852
2.607,-0.068688792
2.608,-0.137510105
2.609,-0.223579983
2.61,-0.318711995
2.611,-0.413831425
2.612,-0.499863556
2.613,-0.568621961
2.614,-0.613609833
2.615,-0.630655933
2.616,-0.618322889
2.617,-0.578047887
2.618,-0.51400198
2.619,-0.432681788
2.62,-0.342273553
2.621,-0.251851806
2.622,-0.170491077
2.623,-0.106377611
2.624,-0.06600803
2.625,-0.053553391
2.626,-0.070450884
2.627,-0.115263143
2.628,-0.183818937
2.629,-0.269621467
2.63,-0.364484314
2.631,-0.459332771
2.632,-0.545092134
2.633,-0.613575985
2.634,-0.658287528
2.635,-0.675055535
2.636,-0.662442645
2.637,-0.621886056
2.638,-0.557556831
2.639,-0.475951602
2.64,-0.385256621
2.641,-0.294546432
2.642,-0.212895575
2.643,-0.148490307
2.644,-0.107827261
2.645,-0.095077506
2.646,-0.111678244
2.647,-0.156192121
2.648,-0.224447917
2.649,-0.309948845
2.65,-0.404508497
2.651,-0.499052181
2.652,-0.584505201
2.653,-0.652681153
2.654,-0.697083254
2.655,-0.713540287
2.656,-0.700614904
2.657,-0.659744315
2.658,-0.595099596
2.659,-0.513177389
2.66,-0.422163963
2.661,-0.33113387
2.662,-0.249161665
2.663,-0.184433618
2.664,-0.143446373
2.665,-0.130371014
2.666,-0.146644754
2.667,-0.190830252
2.668,-0.258756302
2.669,-0.343926129
2.67,-0.43815334
2.671,-0.532363253
2.672,-0.617481189
2.673,-0.685320754
2.674,-0.729385179
2.675,-0.745503262
2.676,-0.732237667
2.677,-0.691025617
2.678,-0.626038201
2.679,-0.543772078
2.68,-0.452413526
2.681,-0.361037114
2.682,-0.27871741
2.683,-0.213640695
2.684,-0.172303631
2.685,-0.158877313
2.686,-0.174798969
2.687,-0.218631272
2.688,-0.286203028
2.689,-0.371017478
2.69,-0.464888243
2.691,-0.558740655
2.692,-0.643500047
2.693,-0.710980042
2.694,-0.754683884
2.695,-0.770440384
2.696,-0.756812223
2.697,-0.715236636
2.698,-0.649884728
2.699,-0.567253171
2.7,-0.475528258
2.701,-0.383784572
2.702,-0.301096697
2.703,-0.235650927
2.704,-0.19394394
2.705,-0.180146843
2.706,-0.195696881
2.707,-0.239156741
2.708,-0.306355244
2.709,-0.390795646
2.71,-0.484291581
2.711,-0.577768397
2.712,-0.662151442
2.713,-0.729254354
2.714,-0.772580391
2.715,-0.787958381
2.716,-0.773951017
2.717,-0.73199555
2.718,-0.666263102
2.719,-0.583250357
2.72,-0.491143625
2.721,-0.399017504
2.722,-0.315946592
2.723,-0.250117199
2.724,-0.208026017
2.725,-0.19384417
2.726,-0.209008917
2.727,-0.252082961
2.728,-0.318895137
2.729,-0.402948717
2.73,-0.496057351
2.731,-0.589146401
2.732,-0.673141231
2.733,-0.739855494
2.734,-0.782792463
2.735,-0.797780982
2.736,-0.783383759
2.737,-0.741038062
2.738,-0.674915026
2.739,-0.591511351
2.74,-0.499013364
2.741,-0.406495677
2.742,-0.323032903
2.743,-0.256811369
2.744,-0.214327781
2.745,-0.19975328
2.746,-0.21452514
2.747,-0.257206078
2.748,-0.323624946
2.749,-0.407285032
2.75,-0.5
2.751,-0.592695229
2.752,-0.676296098
2.753,-0.742616275
2.754,-0.78515905
2.755,-0.79975328
2.756,-0.784961691
2.757,-0.742221566
2.758,-0.675704054
2.759,-0.591905873
2.76,-0.499013364
2.761,-0.406101155
2.762,-0.322243874
2.763,-0.255627866
2.764,-0.21274985
2.765,-0.197780982
2.766,-0.212158554
2.767,-0.254445297
2.768,-0.32047008
2.769,-0.403736204
2.77,-0.496057351
2.771,-0.588358914
2.772,-0.671566289
2.773,-0.737493158
2.774,-0.779642827
2.775,-0.79384417
2.776,-0.778659927
2.777,-0.735527396
2.778,-0.668617743
2.779,-0.584427701
2.78,-0.491143625
2.781,-0.39784016
2.782,-0.313591951
2.783,-0.246585354
2.784,-0.203317107
2.785,-0.187958381
2.786,-0.201946482
2.787,-0.243844157
2.788,-0.309480291
2.789,-0.3923582
2.79,-0.484291581
2.791,-0.576205842
2.792,-0.659026395
2.793,-0.724566937
2.794,-0.766330791
2.795,-0.780146843
2.796,-0.764577849
2.797,-0.721061124
2.798,-0.653767848
2.799,-0.569194769
2.8,-0.475528258
2.801,-0.381842974
2.802,-0.297213577
2.803,-0.229826439
2.804,-0.186178313
2.805,-0.170440384
2.806,-0.184049974
2.807,-0.225569845
2.808,-0.290828896
2.809,-0.373330458
2.81,-0.464888243
2.811,-0.556427675
2.812,-0.638874179
2.813,-0.704041468
2.814,-0.745432879
2.815,-0.758877313
2.816,-0.742937541
2.817,-0.699050892
2.818,-0.631388561
2.819,-0.546447311
2.82,-0.452413526
2.821,-0.358361881
2.822,-0.27336705
2.823,-0.20561542
2.824,-0.161603757
2.825,-0.145503262
2.826,-0.15875127
2.827,-0.199910557
2.828,-0.264810038
2.829,-0.346953057
2.83,-0.43815334
2.831,-0.529336326
2.832,-0.611427453
2.833,-0.676240449
2.834,-0.717278663
2.835,-0.730371014
2.836,-0.714080283
2.837,-0.669843814
2.838,-0.601832817
2.839,-0.516544066
2.84,-0.422163963
2.841,-0.327767193
2.842,-0.242428444
2.843,-0.174334118
2.844,-0.129980995
2.845,-0.113540287
2.846,-0.126449344
2.847,-0.167270956
2.848,-0.23183405
2.849,-0.313641984
2.85,-0.404508497
2.851,-0.495359041
2.852,-0.577119068
2.853,-0.641602318
2.854,-0.682312154
2.855,-0.695077506
2.856,-0.678461171
2.857,-0.633900504
2.858,-0.565566726
2.859,-0.479956628
2.86,-0.385256621
2.861,-0.290541405
2.862,-0.20488568
2.863,-0.136475859
2.864,-0.091808735
2.865,-0.075055535
2.866,-0.087653618
2.867,-0.128165788
2.868,-0.192420983
2.869,-0.273922575
2.87,-0.364484314
2.871,-0.455031663
2.872,-0.536490088
2.873,-0.60067334
2.874,-0.641084793
2.875,-0.653553391
2.876,-0.63664194
2.877,-0.591787808
2.878,-0.523162229
2.879,-0.437262003
2.88,-0.342273553
2.881,-0.247271591
2.882,-0.161330828
2.883,-0.09263769
2.884,-0.047688979
2.885,-0.030655933
2.886,-0.042975923
2.887,-0.083211764
2.888,-0.147192405
2.889,-0.228421228
2.89,-0.318711995
2.891,-0.408990179
2.892,-0.490181256
2.893,-0.554098989
2.894,-0.594246761
2.895,-0.606453527
2.896,-0.589282104
2.897,-0.544169869
2.898,-0.475288067
2.899,-0.389133508
2.9,-0.293892626
2.901,-0.198640142
2.902,-0.112450776
2.903,-0.043510964
2.904,0.00168248
2.905,0.018958311
2.906,0.006879147
2.907,-0.033117837
2.908,-0.096861598
2.909,-0.177855528
2.91,-0.267913397
2.911,-0.35796069
2.912,-0.438922891
2.913,-0.50261377
2.914,-0.542536722
2.915,-0.554520708
2.916,-0.537128556
2.917,-0.491797651
2.918,-0.422699246
2.919,-0.336330161
2.92,-0.240876837
2.921,-0.145414004
2.922,-0.05901639
2.923,0.010129559
2.924,0.055527025
2.925,0.07300475
2.926,0.061125347
2.927,0.021325983
2.928,-0.042222308
2.929,-0.123022925
2.93,-0.212889646
2.931,-0.302747963
2.932,-0.383523366
2.933,-0.447029636
2.934,-0.486770173
2.935,-0.498573945
2.936,-0.481003788
2.937,-0.435497094
2.938,-0.366225123
2.939,-0.279684701
2.94,-0.184062276
2.941,-0.088432585
2.942,-0.001870364
2.943,0.067437938
2.944,0.112995493
2.945,0.13063104
2.946,0.118907183
2.947,0.079261083
2.948,0.015863771
2.949,-0.064788162
2.95,-0.154508497
2.951,-0.244222733
2.952,-0.324856366
2.953,-0.388223182
2.954,-0.427826586
2.955,-0.439495553
2.956,-0.421792923
2.957,-0.376156093
2.958,-0.306756329
2.959,-0.220090461
2.96,-0.124344944
2.961,-0.028594517
2.962,0.058086077
2.963,0.127510385
2.964,0.173181574
2.965,0.190928379
2.966,0.1793134
2.967,0.139773794
2.968,0.076480585
2.969,-0.004069636
2.97,-0.093690657
2.971,-0.18330798
2.972,-0.263847105
2.973,-0.327121821
2.974,-0.366635537
2.975,-0.378217233
2.976,-0.360429749
2.977,-0.31471049
2.978,-0.245230721
2.979,-0.158487278
2.98,-0.062666617
2.981,0.033156518
2.982,0.119907383
2.983,0.189399521
2.984,0.235136097
2.985,0.252945843
2.986,0.241391357
2.987,0.201909793
2.988,0.138672173
2.989,0.058175085
2.99,-0.03139526
2.991,-0.120964366
2.992,-0.201457735
2.993,-0.264689157
2.994,-0.304162046
2.995,-0.31570538
2.996,-0.297882003
2.997,-0.252129318
2.998,-0.182618596
2.999,-0.09584667
3,-1.57E-14
3.001,0.09584667
3.002,0.182618596
3.003,0.252129318
3.004,0.297882003
3.005,0.31570538
3.006,0.304162046
3.007,0.264689157
3.008,0.201457735
3.009,0.120964366
3.01,0.03139526
3.011,-0.058175085
3.012,-0.138672173
3.013,-0.201909793
3.014,-0.241391357
3.015,-0.252945843
3.016,-0.235136097
3.017,-0.189399521
3.018,-0.119907383
3.019,-0.033156518
3.02,0.062666617
3.021,0.158487278
3.022,0.245230721
3.023,0.31471049
3.024,0.360429749
3.025,0.378217233
3.026,0.366635537
3.027,0.327121821
3.028,0.263847105
3.029,0.18330798
3.03,0.093690657
3.031,0.004069636
3.032,-0.076480585
3.033,-0.139773794
3.034,-0.1793134
3.035,-0.190928379
3.036,-0.173181574
3.037,-0.127510385
3.038,-0.058086077
3.039,0.028594517
3.04,0.124344944
3.041,0.220090461
3.042,0.306756329
3.043,0.376156093
3.044,0.421792923
3.045,0.439495553
3.046,0.427826586
3.047,0.388223182
3.048,0.324856366
3.049,0.244222733
3.05,0.154508497
3.051,0.064788162
3.052,-0.015863771
3.053,-0.079261083
3.054,-0.118907183
3.055,-0.13063104
3.056,-0.112995493
3.057,-0.067437938
3.058,0.001870364
3.059,0.088432585
3.06,0.184062276
3.061,0.279684701
3.062,0.366225123
3.063,0.435497094
3.064,0.481003788
3.065,0.498573945
3.066,0.486770173
3.067,0.447029636
3.068,0.383523366
3.069,0.302747963
3.07,0.212889646
3.071,0.123022925
3.072,0.042222308
3.073,-0.021325983
3.074,-0.061125347
3.075,-0.07300475
3.076,-0.055527025
3.077,-0.010129559
3.078,0.05901639
3.079,0.145414004
3.08,0.240876837
3.081,0.336330161
3.082,0.422699246
3.083,0.491797651
3.084,0.537128556
3.085,0.554520708
3.086,0.542536722
3.087,0.50261377
3.088,0.438922891
3.089,0.35796069
3.09,0.267913397
3.091,0.177855528
3.092,0.096861598
3.093,0.033117837
3.094,-0.006879147
3.095,-0.018958311
3.096,-0.00168248
3.097,0.043510964
3.098,0.112450776
3.099,0.198640142
3.1,0.293892626
3.101,0.389133508
3.102,0.475288067
3.103,0.544169869
3.104,0.589282104
3.105,0.606453527
3.106,0.594246761
3.107,0.554098989
3.108,0.490181256
3.109,0.408990179
3.11,0.318711995
3.111,0.228421228
3.112,0.147192405
3.113,0.083211764
3.114,0.042975923
3.115,0.030655933
3.116,0.047688979
3.117,0.09263769
3.118,0.161330828
3.119,0.247271591
3.12,0.342273553
3.121,0.437262003
3.122,0.523162229
3.123,0.591787808
3.124,0.63664194
3.125,0.653553391
3.126,0.641084793
3.127,0.60067334
3.128,0.536490088
3.129,0.455031663
3.13,0.364484314
3.131,0.273922575
3.132,0.192420983
3.133,0.128165788
3.134,0.087653618
3.135,0.075055535
3.136,0.091808735
3.137,0.136475859
3.138,0.20488568
3.139,0.290541405
3.14,0.385256621
3.141,0.479956628
3.142,0.565566726
3.143,0.633900504
3.144,0.678461171
3.145,0.695077506
3.146,0.682312154
3.147,0.641602318
3.148,0.577119068
3.149,0.495359041
3.15,0.404508497
3.151,0.313641984
3.152,0.23183405
3.153,0.167270956
3.154,0.126449344
3.155,0.113540287
3.156,0.129980995
3.157,0.174334118
3.158,0.242428444
3.159,0.327767193
3.16,0.422163963
3.161,0.516544066
3.162,0.601832817
3.163,0.669843814
3.164,0.714080283
3.165,0.730371014
3.166,0.717278663
3.167,0.676240449
3.168,0.611427453
3.169,0.529336326
3.17,0.43815334
3.171,0.346953057
3.172,0.264810038
3.173,0.199910557
3.174,0.15875127
3.175,0.145503262
3.176,0.161603757
3.177,0.20561542
3.178,0.27336705
3.179,0.358361881
3.18,0.452413526
3.181,0.546447311
3.182,0.631388561
3.183,0.699050892
3.184,0.742937541
3.185,0.758877313
3.186,0.745432879
3.187,0.704041468
3.188,0.638874179
3.189,0.556427675
3.19,0.464888243
3.191,0.373330458
3.192,0.290828896
3.193,0.225569845
3.194,0.184049974
3.195,0.170440384
3.196,0.186178313
3.197,0.229826439
3.198,0.297213577
3.199,0.381842974
3.2,0.475528258
3.201,0.569194769
3.202,0.653767848
3.203,0.721061124
3.204,0.764577849
3.205,0.780146843
3.206,0.766330791
3.207,0.724566937
3.208,0.659026395
3.209,0.576205842
3.21,0.484291581
3.211,0.3923582
3.212,0.309480291
3.213,0.243844157
3.214,0.201946482
3.215,0.187958381
3.216,0.203317107
3.217,0.246585354
3.218,0.313591951
3.219,0.39784016
3.22,0.491143625
3.221,0.584427701
3.222,0.668617743
3.223,0.735527396
3.224,0.778659927
3.225,0.79384417
3.226,0.779642827
3.227,0.737493158
3.228,0.671566289
3.229,0.588358914
3.23,0.496057351
3.231,0.403736204
3.232,0.32047008
3.233,0.254445297
3.234,0.212158554
3.235,0.197780982
3.236,0.21274985
3.237,0.255627866
3.238,0.322243874
3.239,0.406101155
3.24,0.499013364
3.241,0.591905873
3.242,0.675704054
3.243,0.742221566
3.244,0.784961691
3.245,0.79975328
3.246,0.78515905
3.247,0.742616275
3.248,0.676296098
3.249,0.592695229
3.25,0.5
3.251,0.407285032
3.252,0.323624946
3.253,0.257206078
3.254,0.21452514
3.255,0.19975328
3.256,0.214327781
3.257,0.256811369
3.258,0.323032903
3.259,0.406495677
3.26,0.499013364
3.261,0.591511351
3.262,0.674915026
3.263,0.741038062
3.264,0.783383759
3.265,0.797780982
3.266,0.782792463
3.267,0.739855494
3.268,0.673141231
3.269,0.589146401
3.27,0.496057351
3.271,0.402948717
3.272,0.318895137
3.273,0.252082961
3.274,0.209008917
3.275,0.19384417
3.276,0.208026017
3.277,0.250117199
3.278,0.315946592
3.279,0.399017504
3.28,0.491143625
3.281,0.583250357
3.282,0.666263102
3.283,0.73199555
3.284,0.773951017
3.285,0.787958381
3.286,0.772580391
3.287,0.729254354
3.288,0.662151442
3.289,0.577768397
3.29,0.484291581
3.291,0.390795646
3.292,0.306355244
3.293,0.239156741
3.294,0.195696881
3.295,0.180146843
3.296,0.19394394
3.297,0.235650927
3.298,0.301096697
3.299,0.383784572
3.3,0.475528258
3.301,0.567253171
3.302,0.649884728
3.303,0.715236636
3.304,0.756812223
3.305,0.770440384
3.306,0.754683884
3.307,0.710980042
3.308,0.643500047
3.309,0.558740655
3.31,0.464888243
3.311,0.371017478
3.312,0.286203028
3.313,0.218631272
3.314,0.174798969
3.315,0.158877313
3.316,0.172303631
3.317,0.213640695
3.318,0.27871741
3.319,0.361037114
3.32,0.452413526
3.321,0.543772078
3.322,0.626038201
3.323,0.691025617
3.324,0.732237667
3.325,0.745503262
3.326,0.729385179
3.327,0.685320754
3.328,0.617481189
3.329,0.532363253
3.33,0.43815334
3.331,0.343926129
3.332,0.258756302
3.333,0.190830252
3.334,0.146644754
3.335,0.130371014
3.336,0.143446373
3.337,0.184433618
3.338,0.249161665
3.339,0.33113387
3.34,0.422163963
3.341,0.513177389
3.342,0.595099596
3.343,0.659744315
3.344,0.700614904
3.345,0.713540287
3.346,0.697083254
3.347,0.652681153
3.348,0.584505201
3.349,0.499052181
3.35,0.404508497
3.351,0.309948845
3.352,0.224447917
3.353,0.156192121
3.354,0.111678244
3.355,0.095077506
3.356,0.107827261
3.357,0.148490307
3.358,0.212895575
3.359,0.294546432
3.36,0.385256621
3.361,0.475951602
3.362,0.557556831
3.363,0.621886056
3.364,0.662442645
3.365,0.675055535
3.366,0.658287528
3.367,0.613575985
3.368,0.545092134
3.369,0.459332771
3.37,0.364484314
3.371,0.269621467
3.372,0.183818937
3.373,0.115263143
3.374,0.070450884
3.375,0.053553391
3.376,0.06600803
3.377,0.106377611
3.378,0.170491077
3.379,0.251851806
3.38,0.342273553
3.381,0.432681788
3.382,0.51400198
3.383,0.578047887
3.384,0.618322889
3.385,0.630655933
3.386,0.613609833
3.387,0.568621961
3.388,0.499863556
3.389,0.413831425
3.39,0.318711995
3.391,0.223579983
3.392,0.137510105
3.393,0.068688792
3.394,0.023612852
3.395,0.006453527
3.396,0.018648194
3.397,0.058759673
3.398,0.122616916
3.399,0.203723312
3.4,0.293892626
3.401,0.384050338
3.402,0.465121927
3.403,0.528921161
3.404,0.568951429
3.405,0.581041689
3.406,0.563754763
3.407,0.518528034
3.408,0.449532749
3.409,0.363265724
3.41,0.267913397
3.411,0.172550494
3.412,0.086251739
3.413,0.017203573
3.414,-0.028097188
3.415,-0.045479292
3.416,-0.033505354
3.417,0.006387454
3.418,0.070028095
3.419,0.150919965
3.42,0.240876837
3.421,0.3308242
3.422,0.411687542
3.423,0.475280637
3.424,0.515106885
3.425,0.52699525
3.426,0.509508563
3.427,0.464084214
3.428,0.394893459
3.429,0.308433121
3.43,0.212889646
3.431,0.117337766
3.432,0.030852215
3.433,-0.038380561
3.434,-0.083863737
3.435,-0.101426055
3.436,-0.089630121
3.437,-0.049913102
3.438,0.013553972
3.439,0.094274505
3.44,0.184062276
3.441,0.273842782
3.442,0.354541515
3.443,0.417972258
3.444,0.457638416
3.445,0.46936896
3.446,0.451726727
3.447,0.406149113
3.448,0.336807381
3.449,0.250198358
3.45,0.154508497
3.451,0.058812537
3.452,-0.027814785
3.453,-0.097187015
3.454,-0.142807324
3.455,-0.160504447
3.456,-0.148840987
3.457,-0.109254104
3.458,-0.045914823
3.459,0.034680265
3.46,0.124344944
3.461,0.214004714
3.462,0.294585074
3.463,0.357899812
3.464,0.397452335
3.465,0.409071621
3.466,0.39132051
3.467,0.345636403
3.468,0.276190566
3.469,0.189479832
3.47,0.093690657
3.471,-0.002102216
3.472,-0.088824046
3.473,-0.158288376
3.474,-0.203998372
3.475,-0.221782767
3.476,-0.21020416
3.477,-0.170699707
3.478,-0.10744043
3.479,-0.026922919
3.48,0.062666617
3.481,0.152253678
3.482,0.232763768
3.483,0.296010675
3.484,0.335497812
3.485,0.347054157
3.486,0.329242553
3.487,0.283500404
3.488,0.213998978
3.489,0.127235111
3.49,0.03139526
3.491,-0.064445831
3.492,-0.151213417
3.493,-0.220721039
3.494,-0.266471864
3.495,-0.28429462
3.496,-0.272751907
3.497,-0.233280878
3.498,-0.170052556
3.499,-0.089563526
3.5,2.81E-14
3.501,0.089563526
3.502,0.170052556
3.503,0.233280878
3.504,0.272751907
3.505,0.28429462
3.506,0.266471864
3.507,0.220721039
3.508,0.151213417
3.509,0.064445831
3.51,-0.03139526
3.511,-0.127235111
3.512,-0.213998978
3.513,-0.283500404
3.514,-0.329242553
3.515,-0.347054157
3.516,-0.335497812
3.517,-0.296010675
3.518,-0.232763768
3.519,-0.152253678
3.52,-0.062666617
3.521,0.026922919
3.522,0.10744043
3.523,0.170699707
3.524,0.21020416
3.525,0.221782767
3.526,0.203998372
3.527,0.158288376
3.528,0.088824046
3.529,0.002102216
3.53,-0.093690657
3.531,-0.189479832
3.532,-0.276190566
3.533,-0.345636403
3.534,-0.39132051
3.535,-0.409071621
3.536,-0.397452335
3.537,-0.357899812
3.538,-0.294585074
3.539,-0.214004714
3.54,-0.124344944
3.541,-0.034680265
3.542,0.045914823
3.543,0.109254104
3.544,0.148840987
3.545,0.160504447
3.546,0.142807324
3.547,0.097187015
3.548,0.027814785
3.549,-0.058812537
3.55,-0.154508497
3.551,-0.250198358
3.552,-0.336807381
3.553,-0.406149113
3.554,-0.451726727
3.555,-0.46936896
3.556,-0.457638416
3.557,-0.417972258
3.558,-0.354541515
3.559,-0.273842782
3.56,-0.184062276
3.561,-0.094274505
3.562,-0.013553972
3.563,0.049913102
3.564,0.089630121
3.565,0.101426055
3.566,0.083863737
3.567,0.038380561
3.568,-0.030852215
3.569,-0.117337766
3.57,-0.212889646
3.571,-0.308433121
3.572,-0.394893459
3.573,-0.464084214
3.574,-0.509508563
3.575,-0.52699525
3.576,-0.515106885
3.577,-0.475280637
3.578,-0.411687542
3.579,-0.3308242
3.58,-0.240876837
3.581,-0.150919965
3.582,-0.070028095
3.583,-0.006387454
3.584,0.033505354
3.585,0.045479292
3.586,0.028097188
3.587,-0.017203573
3.588,-0.086251739
3.589,-0.172550494
3.59,-0.267913397
3.591,-0.363265724
3.592,-0.449532749
3.593,-0.518528034
3.594,-0.563754763
3.595,-0.581041689
3.596,-0.568951429
3.597,-0.528921161
3.598,-0.465121927
3.599,-0.384050338
3.6,-0.293892626
3.601,-0.203723312
3.602,-0.122616916
3.603,-0.058759673
3.604,-0.018648194
3.605,-0.006453527
3.606,-0.023612852
3.607,-0.068688792
3.608,-0.137510105
3.609,-0.223579983
3.61,-0.318711995
3.611,-0.413831425
3.612,-0.499863556
3.613,-0.568621961
3.614,-0.613609833
3.615,-0.630655933
3.616,-0.618322889
3.617,-0.578047887
3.618,-0.51400198
3.619,-0.432681788
3.62,-0.342273553
3.621,-0.251851806
3.622,-0.170491077
3.623,-0.106377611
3.624,-0.06600803
3.625,-0.053553391
3.626,-0.070450884
3.627,-0.115263143
3.628,-0.183818937
3.629,-0.269621467
3.63,-0.364484314
3.631,-0.459332771
3.632,-0.545092134
3.633,-0.613575985
3.634,-0.658287528
3.635,-0.675055535
3.636,-0.662442645
3.637,-0.621886056
3.638,-0.557556831
3.639,-0.475951602
3.64,-0.385256621
3.641,-0.294546432
3.642,-0.212895575
3.643,-0.148490307
3.644,-0.107827261
3.645,-0.095077506
3.646,-0.111678244
3.647,-0.156192121
3.648,-0.224447917
3.649,-0.309948845
3.65,-0.404508497
3.651,-0.499052181
3.652,-0.584505201
3.653,-0.652681153
3.654,-0.697083254
3.655,-0.713540287
3.656,-0.700614904
3.657,-0.659744315
3.658,-0.595099596
3.659,-0.513177389
3.66,-0.422163963
3.661,-0.33113387
3.662,-0.249161665
3.663,-0.184433618
3.664,-0.143446373
3.665,-0.130371014
3.666,-0.146644754
3.667,-0.190830252
3.668,-0.258756302
3.669,-0.343926129
3.67,-0.43815334
3.671,-0.532363253
3.672,-0.617481189
3.673,-0.685320754
3.674,-0.729385179
3.675,-0.745503262
3.676,-0.732237667
3.677,-0.691025617
3.678,-0.626038201
3.679,-0.543772078
3.68,-0.452413526
3.681,-0.361037114
3.682,-0.27871741
3.683,-0.213640695
3.684,-0.172303631
3.685,-0.158877313
3.686,-0.174798969
3.687,-0.218631272
3.688,-0.286203028
3.689,-0.371017478
3.69,-0.464888243
3.691,-0.558740655
3.692,-0.643500047
3.693,-0.710980042
3.694,-0.754683884
3.695,-0.770440384
3.696,-0.756812223
3.697,-0.715236636
3.698,-0.649884728
3.699,-0.567253171
3.7,-0.475528258
3.701,-0.383784572
3.702,-0.301096697
3.703,-0.235650927
3.704,-0.19394394
3.705,-0.180146843
3.706,-0.195696881
3.707,-0.239156741
3.708,-0.306355244
3.709,-0.390795646
3.71,-0.484291581
3.711,-0.577768397
3.712,-0.662151442
3.713,-0.729254354
3.714,-0.772580391
3.715,-0.787958381
3.716,-0.773951017
3.717,-0.73199555
3.718,-0.666263102
3.719,-0.583250357
3.72,-0.491143625
3.721,-0.399017504
3.722,-0.315946592
3.723,-0.250117199
3.724,-0.208026017
3.725,-0.19384417
3.726,-0.209008917
3.727,-0.252082961
3.728,-0.318895137
3.729,-0.402948717
3.73,-0.496057351
3.731,-0.589146401
3.732,-0.673141231
3.733,-0.739855494
3.734,-0.782792463
3.735,-0.797780982
3.736,-0.783383759
3.737,-0.741038062
3.738,-0.674915026
3.739,-0.591511351
3.74,-0.499013364
3.741,-0.406495677
3.742,-0.323032903
3.743,-0.256811369
3.744,-0.214327781
3.745,-0.19975328
3.746,-0.21452514
3.747,-0.257206078
3.748,-0.323624946
3.749,-0.407285032
3.75,-0.5
3.751,-0.592695229
3.752,-0.676296098
3.753,-0.742616275
3.754,-0.78515905
3.755,-0.79975328
3.756,-0.784961691
3.757,-0.742221566
3.758,-0.675704054
3.759,-0.591905873
3.76,-0.499013364
3.761,-0.406101155
3.762,-0.322243874
3.763,-0.255627866
3.764,-0.21274985
3.765,-0.197780982
3.766,-0.212158554
3.767,-0.254445297
3.768,-0.32047008
3.769,-0.403736204
3.77,-0.496057351
3.771,-0.588358914
3.772,-0.671566289
3.773,-0.737493158
3.774,-0.779642827
3.775,-0.79384417
3.776,-0.778659927
3.777,-0.735527396
3.778,-0.668617743
3.779,-0.584427701
3.78,-0.491143625
3.781,-0.39784016
3.782,-0.313591951
3.783,-0.246585354
3.784,-0.203317107
3.785,-0.187958381
3.786,-0.201946482
3.787,-0.243844157
3.788,-0.309480291
3.789,-0.3923582
3.79,-0.484291581
3.791,-0.576205842
3.792,-0.659026395
3.793,-0.724566937
3.794,-0.766330791
3.795,-0.780146843
3.796,-0.764577849
3.797,-0.721061124
3.798,-0.653767848
3.799,-0.569194769
3.8,-0.475528258
3.801,-0.381842974
3.802,-0.297213577
3.803,-0.229826439
3.804,-0.186178313
3.805,-0.170440384
3.806,-0.184049974
3.807,-0.225569845
3.808,-0.290828896
3.809,-0.373330458
3.81,-0.464888243
3.811,-0.556427675
3.812,-0.638874179
3.813,-0.704041468
3.814,-0.745432879
3.815,-0.758877313
3.816,-0.742937541
3.817,-0.699050892
3.818,-0.631388561
3.819,-0.546447311
3.82,-0.452413526
3.821,-0.358361881
3.822,-0.27336705
3.823,-0.20561542
3.824,-0.161603757
3.825,-0.145503262
3.826,-0.15875127
3.827,-0.199910557
3.828,-0.264810038
3.829,-0.346953057
3.83,-0.43815334
3.831,-0.529336326
3.832,-0.611427453
3.833,-0.676240449
3.834,-0.717278663
3.835,-0.730371014
3.836,-0.714080283
3.837,-0.669843814
3.838,-0.601832817
3.839,-0.516544066
3.84,-0.422163963
3.841,-0.327767193
3.842,-0.242428444
3.843,-0.174334118
3.844,-0.129980995
3.845,-0.113540287
3.846,-0.126449344
3.847,-0.167270956
3.848,-0.23183405
3.849,-0.313641984
3.85,-0.404508497
3.851,-0.495359041
3.852,-0.577119068
3.853,-0.641602318
3.854,-0.682312154
3.855,-0.695077506
3.856,-0.678461171
3.857,-0.633900504
3.858,-0.565566726
3.859,-0.479956628
3.86,-0.385256621
3.861,-0.290541405
3.862,-0.20488568
3.863,-0.136475859
3.864,-0.091808735
3.865,-0.075055535
3.866,-0.087653618
3.867,-0.128165788
3.868,-0.192420983
3.869,-0.273922575
3.87,-0.364484314
3.871,-0.455031663
3.872,-0.536490088
3.873,-0.60067334
3.874,-0.641084793
3.875,-0.653553391
3.876,-0.63664194
3.877,-0.591787808
